,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,MIS_Status,GrAppv,SBA_Appv,NAICS2,DiffJobs
888,MARBLE FALLS,TX,78654,SECURITY STATE BANK & TRUST,TX,624410,2006-02-08,2006-01-01,62,13,1.0,0,0,0,2,N,N,CHGOFF,233000.0,174750.0,62,0
889,FARGO,ND,58103,DAKOTA CERT. DEVEL CO,ND,443120,1997-03-03,1997-01-01,2,11,1.0,0,0,0,0,N,Y,P I F,45000.0,36000.0,44,0
890,THE COLONY,TX,75056,JPMORGAN CHASE BANK NATL ASSOC,TX,522310,2003-04-08,2003-01-01,60,2,2.0,0,0,0,1,N,N,P I F,40000.0,20000.0,52,0
891,BRONX,NY,10454,JPMORGAN CHASE BANK NATL ASSOC,NY,541511,2003-04-09,2003-01-01,84,2,1.0,0,0,0,0,N,N,P I F,20000.0,10000.0,54,0
892,BRIDGEPORT,CT,6606,BANK OF AMERICA NATL ASSOC,CT,235990,2003-04-10,2003-01-01,60,1,1.0,0,0,0,1,N,N,P I F,12000.0,6000.0,23,0
893,JACKSON HEIGHTS,NY,11372,JPMORGAN CHASE BANK NATL ASSOC,NY,446120,2003-04-10,2003-01-01,39,1,1.0,0,0,0,0,N,N,CHGOFF,16000.0,8000.0,44,0
894,MILFORD,CT,6460,CITIZENS BANK NATL ASSOC,RI,0,1980-07-10,1980-01-01,96,4,2.0,0,0,0,0,N,N,CHGOFF,25000.0,22500.0,0,0
895,CROSSETT,AR,71635,FIRST NATL BK OF CROSSETT,AR,541940,1997-03-03,1997-01-01,228,2,2.0,0,0,0,0,N,N,P I F,206000.0,154500.0,54,0
896,MONTCLAIR,CA,7042,JPMORGAN CHASE BANK NATL ASSOC,CA,812320,2003-04-11,2003-01-01,60,9,1.0,0,0,0,0,N,N,P I F,49000.0,24500.0,81,0
897,VANCOUVER,WA,98661,U.S. BANK NATIONAL ASSOCIATION,WA,0,1997-03-03,1997-01-01,84,4,2.0,0,0,0,0,N,Y,P I F,55000.0,44000.0,0,0
898,MONTCLAIR,CA,7042,JPMORGAN CHASE BANK NATL ASSOC,CA,812320,2003-04-11,2003-01-01,36,9,1.0,0,0,0,0,N,N,P I F,10000.0,5000.0,81,0
899,LOUISVILE,KY,40243,"METRO BANK, INC.",KY,443120,1997-03-03,1997-01-01,60,1,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,44,0
900,SAN DIEGO,CA,92101,CDC SMALL BUS. FINAN CORP,CA,424470,2003-04-11,2003-01-01,74,5,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,42,0
901,SANTA CRUZ,CA,95065,WELLS FARGO BANK NATL ASSOC,SD,0,1997-03-03,1997-01-01,96,3,1.0,0,0,0,0,-,N,P I F,45000.0,33750.0,0,0
902,ESCONDIDO,CA,92025,WELLS FARGO BANK NATL ASSOC,CA,811192,2003-04-11,2003-01-01,36,3,1.0,0,0,0,0,Y,N,P I F,22000.0,11000.0,81,0
903,WOODBRIDGE,VA,22191,BANK OF AMERICA NATL ASSOC,NC,325611,1997-03-03,1997-01-01,73,16,2.0,0,0,0,0,-,N,CHGOFF,290000.0,217500.0,32,0
904,FRESNO,CA,93710,CALIFORNIA BANK & TRUST,CA,541410,2003-04-11,2003-01-01,60,7,1.0,0,0,0,0,N,N,P I F,20000.0,10000.0,54,0
905,BROOKLIN,MA,2146,CAMDEN NATIONAL BANK,ME,0,1997-03-03,1997-01-01,12,5,1.0,0,0,0,0,-,N,P I F,50000.0,25000.0,0,0
906,DALLAS,TX,75219,JPMORGAN CHASE BANK NATL ASSOC,TX,524210,2003-04-11,2003-01-01,35,1,1.0,0,0,0,1,N,N,CHGOFF,15000.0,7500.0,52,0
907,TOLEDO,OH,43606,THE HUNTINGTON NATIONAL BANK,OH,0,1997-03-03,1997-01-01,60,3,1.0,0,0,0,0,-,N,P I F,50000.0,25000.0,0,0
908,SACRAMENTO,CA,95831,WELLS FARGO BANK NATL ASSOC,CA,531210,2003-04-18,2003-01-01,84,1,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,53,0
909,CHESAPEAKE,VA,23323,BANK OF AMERICA NATL ASSOC,VA,0,1997-03-03,1997-01-01,78,8,2.0,0,0,0,0,N,Y,P I F,25000.0,20000.0,0,0
910,MIAMI,FL,33145,BANK OF AMERICA NATL ASSOC,NC,315233,2003-04-18,2003-01-01,0,20,1.0,0,0,0,0,N,N,CHGOFF,150000.0,75000.0,31,0
911,SACRAMENTO,CA,95820,WELLS FARGO BANK NATL ASSOC,CA,0,1997-03-03,1997-01-01,120,16,1.0,0,0,0,0,-,N,P I F,600000.0,450000.0,0,0
912,DEERFIELD BEACH,FL,33441,BANK OF AMERICA NATL ASSOC,NC,337122,2003-04-29,2003-01-01,84,11,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,33,0
913,DALLAS,TX,75234,JPMORGAN CHASE BANK NATL ASSOC,TX,421310,1997-03-03,1997-01-01,70,5,1.0,0,0,0,0,-,N,CHGOFF,700000.0,525000.0,42,0
914,NORTH MIAMI BEACH,FL,33179,BANK OF AMERICA NATL ASSOC,NC,424320,2003-04-29,2003-01-01,60,20,1.0,0,0,0,0,N,N,P I F,60000.0,30000.0,42,0
915,TONALEA,AZ,86044,CALIFORNIA BANK & TRUST,CA,238390,2003-04-29,2003-01-01,6,11,1.0,0,0,0,0,Y,N,CHGOFF,30000.0,15000.0,23,0
916,BLUE SPRINGS,MO,64015,U.S. BANK NATIONAL ASSOCIATION,MO,0,1997-03-03,1997-01-01,9,13,1.0,0,0,0,0,-,N,CHGOFF,80000.0,56000.0,0,0
917,ATLANTA,GA,30341,BANK OF AMERICA NATL ASSOC,GA,541211,2003-04-29,2003-01-01,60,5,1.0,0,0,0,0,N,N,P I F,63000.0,31500.0,54,0
918,MIAMI,FL,33166,BANK OF AMERICA NATL ASSOC,NC,0,1997-03-05,1997-01-01,240,7,1.0,5,0,0,0,N,N,P I F,162000.0,162000.0,0,-5
919,LA QUINTA,CA,92253,CDC SMALL BUS. FINAN CORP,CA,541219,2003-04-29,2003-01-01,36,2,2.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,54,0
920,IRVINE,CA,92618,BANK OF AMERICA NATL ASSOC,CA,327331,1997-03-03,1997-01-01,300,200,1.0,0,0,0,0,-,N,P I F,335000.0,251250.0,32,0
921,PLAINVILLE,CT,2762,BANK OF AMERICA NATL ASSOC,CT,221210,2003-05-07,2003-01-01,60,4,1.0,0,0,0,0,N,N,P I F,27500.0,13750.0,22,0
922,STATE COLLEGE,PA,16803,MANUFACTURERS & TRADERS TR CO,PA,722110,2003-05-12,2003-01-01,84,18,2.0,0,0,0,0,N,N,P I F,60000.0,30000.0,72,0
923,CASPER,WY,82604,WELLS FARGO BANK NATL ASSOC,WY,325211,1997-03-03,1997-01-01,240,31,1.0,3,28,0,0,N,N,P I F,120000.0,120000.0,32,25
924,PROVIDENCE,RI,2903,CITIZENS BANK NATL ASSOC,RI,541611,2003-05-13,2003-01-01,180,5,1.0,0,0,0,0,N,N,P I F,210000.0,105000.0,54,0
925,SANTA ANA,CA,92705,WELLS FARGO BANK NATL ASSOC,CA,238320,2003-05-13,2003-01-01,60,126,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,23,0
926,BROOKHAVEN,MS,39601,TRUSTMARK NATIONAL BANK,MS,484220,2003-05-14,2003-01-01,36,1,2.0,0,0,0,2,N,N,P I F,23400.0,11700.0,48,0
927,ST. PETERSBURG,FL,33716,GULFCOAST BUS. FINANCE INC.,FL,0,1997-03-03,1997-01-01,84,8,2.0,0,0,0,0,-,N,P I F,235000.0,176250.0,0,0
928,CLOVIS,CA,88101,WESTERN BANK OF CLOVIS,CA,0,1997-03-03,1997-01-01,84,2,2.0,0,0,0,0,N,Y,P I F,15000.0,12000.0,0,0
929,GUNTOWN,MS,38849,BANCORPSOUTH BANK,MS,484220,2003-05-16,2003-01-01,48,1,2.0,0,0,0,2,Y,N,P I F,23600.0,11800.0,48,0
930,TERRY,MS,39170,TRUSTMARK NATIONAL BANK,MS,561730,2003-05-20,2003-01-01,62,2,2.0,0,0,0,2,N,N,P I F,40800.0,20400.0,56,0
931,HELENA,MT,59601,MOUNTAIN W. BANK NATL ASSOC,MT,0,1997-03-03,1997-01-01,240,4,2.0,0,0,1,2,-,N,P I F,233000.0,174750.0,0,0
932,WARREN,MI,2885,CITIZENS BANK NATL ASSOC,RI,611620,2003-05-22,2003-01-01,83,6,1.0,0,0,0,2,Y,N,P I F,36000.0,18000.0,61,0
933,NILES,IL,60714,1ST SOURCE BANK,IL,0,1997-03-03,1997-01-01,216,20,1.0,0,0,1,0,-,N,P I F,310000.0,232500.0,0,0
934,WARREN,MI,2885,CITIZENS BANK NATL ASSOC,RI,611620,2003-05-22,2003-01-01,60,6,1.0,0,0,0,2,N,N,P I F,27000.0,13500.0,61,0
935,COLUMBUS,OH,39702,JPMORGAN CHASE BANK NATL ASSOC,OH,811121,2003-05-22,2003-01-01,13,6,1.0,0,0,0,2,N,N,P I F,15200.0,7600.0,81,0
936,SACRAMENTO,CA,95831,WELLS FARGO BANK NATL ASSOC,CA,541330,2003-05-27,2003-01-01,60,28,1.0,0,0,0,0,Y,N,P I F,200000.0,100000.0,54,0
937,BATH,NY,18014,FIVE STAR BANK,NY,811411,2003-05-28,2003-01-01,36,3,1.0,0,0,0,2,Y,N,P I F,18000.0,9000.0,81,0
938,WHEELING,WV,26003,"WESBANCO BANK, INC.",IL,541940,1997-03-03,1997-01-01,180,5,1.0,0,0,0,0,-,N,P I F,211700.0,158775.0,54,0
939,JACKSON,MS,39201,TRUSTMARK NATIONAL BANK,MS,484121,2003-05-29,2003-01-01,36,6,1.0,0,0,0,1,N,N,P I F,13700.0,6850.0,48,0
940,SAGINAW,MI,76179,"FIRSTMERIT BANK, N.A.",IL,454210,1997-03-03,1997-01-01,78,8,1.0,0,0,0,0,-,N,P I F,150000.0,112500.0,45,0
941,EAST MEADOW,NY,11554,BANK OF AMERICA NATL ASSOC,NY,812112,2003-05-29,2003-01-01,57,5,1.0,0,0,0,0,N,N,CHGOFF,25000.0,12500.0,81,0
942,PAGE,AZ,86040,BANK OF THE WEST,AZ,0,1997-03-03,1997-01-01,120,3,1.0,0,0,0,0,-,N,P I F,40000.0,32000.0,0,0
943,WAUTOMA,WI,54982,"FIRSTMERIT BANK, N.A.",WI,811121,2003-06-02,2003-01-01,84,1,2.0,0,0,0,0,Y,N,P I F,10000.0,5000.0,81,0
944,CARTERVILLE,IL,62918,BANTERRA BANK,IL,621210,1997-03-03,1997-01-01,180,5,1.0,0,0,0,0,-,N,P I F,220000.0,165000.0,62,0
945,SOUTHINGTON,CT,6489,BANK OF AMERICA NATL ASSOC,CT,722211,2003-06-03,2003-01-01,240,4,1.0,0,0,0,1,N,N,P I F,115000.0,57500.0,72,0
946,HARTFORD,CT,6105,BANK OF AMERICA NATL ASSOC,CT,442210,2003-06-04,2003-01-01,84,9,2.0,0,0,0,1,Y,N,P I F,50000.0,25000.0,44,0
947,HUNTINGTON BEACH,CA,92647,BANK OF AMERICA NATL ASSOC,CA,421830,1997-03-03,1997-01-01,300,13,1.0,0,0,0,0,-,N,P I F,730000.0,547500.0,42,0
948,SPRINGFIELD,MO,1108,U.S. BANK NATIONAL ASSOCIATION,MO,722211,2003-06-04,2003-01-01,5,3,2.0,0,0,0,0,N,N,CHGOFF,60000.0,30000.0,72,0
949,COOKEVILLE,TN,38401,REGIONS BANK,TN,621310,2006-02-08,2006-01-01,120,4,2.0,0,0,0,2,N,N,P I F,300000.0,225000.0,62,0
950,SOUTHBOROUGH,MA,1772,CITIZENS BANK NATL ASSOC,MA,452990,1997-03-03,1997-01-01,276,5,1.0,0,0,0,0,-,N,P I F,680000.0,510000.0,45,0
951,AMHERST,NY,1002,MANUFACTURERS & TRADERS TR CO,NY,451211,2003-06-05,2003-01-01,60,5,2.0,0,0,0,0,N,N,P I F,50000.0,25000.0,45,0
952,FRAZER,PA,19355,WELLS FARGO BANK NATL ASSOC,PA,0,1997-03-03,1997-01-01,216,11,1.0,0,0,0,0,-,N,P I F,439000.0,329250.0,0,0
953,AMHERST,NY,1002,MANUFACTURERS & TRADERS TR CO,NY,451211,2003-06-05,2003-01-01,84,5,2.0,0,0,0,0,N,N,P I F,75000.0,37500.0,45,0
954,WATERBURY,CT,6704,BANK OF AMERICA NATL ASSOC,CT,0,1997-03-03,1997-01-01,168,48,1.0,0,0,0,0,-,N,P I F,800000.0,600000.0,0,0
955,MCCOMB,MS,39648,TRUSTMARK NATIONAL BANK,MS,446120,2003-06-06,2003-01-01,84,5,1.0,0,0,0,2,N,N,P I F,10200.0,5100.0,44,0
956,GUILFORD,CT,6437,CITIZENS BANK NATL ASSOC,RI,323122,1997-03-03,1997-01-01,120,33,1.0,0,0,0,0,-,N,P I F,925000.0,693750.0,32,0
957,RUMFORD,RI,2916,CITIZENS BANK NATL ASSOC,RI,541350,2003-06-09,2003-01-01,60,1,1.0,0,0,0,0,N,N,P I F,10000.0,5000.0,54,0
958,WARREN,MI,1083,CITIZENS BANK NATL ASSOC,RI,531312,2003-06-11,2003-01-01,240,2,2.0,0,0,0,0,N,N,P I F,100000.0,50000.0,53,0
959,HAMPSTEAD,NH,3841,CITIZENS BANK NATL ASSOC,NH,812112,2003-06-11,2003-01-01,84,6,2.0,0,0,0,0,Y,N,P I F,5000.0,2500.0,81,0
960,RED LODGE,MT,59068,FIRST INTERSTATE BANK,MT,0,1997-03-03,1997-01-01,240,15,2.0,0,0,0,2,N,N,P I F,280000.0,210000.0,0,0
961,NEENAH,WI,54956,ASSOCIATED BANK NATL ASSOC,WI,445310,2003-06-12,2003-01-01,72,9,1.0,0,0,0,0,N,N,P I F,27600.0,13800.0,44,0
962,TYNGSBORO,MA,1879,ENTERPRISE BK & TR CO,MA,713940,2003-06-12,2003-01-01,60,1,2.0,0,0,0,0,N,N,P I F,28000.0,14000.0,71,0
963,MIAMI,FL,33166,BANK OF AMERICA NATL ASSOC,NC,484110,2003-06-13,2003-01-01,84,5,1.0,0,0,0,0,N,N,P I F,150000.0,75000.0,48,0
964,DENVER,CO,80223,WELLS FARGO BANK NATL ASSOC,CO,541511,2003-06-13,2003-01-01,82,9,2.0,0,0,0,1,Y,N,P I F,100000.0,50000.0,54,0
965,SIDNEY,MT,59270,STOCKMAN BANK OF MONTANA,MT,0,1997-03-03,1997-01-01,108,13,1.0,0,0,0,2,N,N,P I F,75000.0,60000.0,0,0
966,PETAL,MS,39465,TRUSTMARK NATIONAL BANK,MS,484220,2003-06-16,2003-01-01,36,1,2.0,0,0,0,2,N,N,P I F,12300.0,6150.0,48,0
967,POMONA,CA,91768,WELLS FARGO BANK NATL ASSOC,CA,423690,2003-06-16,2003-01-01,36,6,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
968,TUSTIN,CA,92780,WELLS FARGO BANK NATL ASSOC,CA,561790,2003-06-16,2003-01-01,83,1,1.0,0,0,0,0,Y,N,P I F,17600.0,8800.0,56,0
969,MISSOULA,MT,59801,FIRST SECURITY BK OF MISSOULA,MT,0,1997-03-03,1997-01-01,60,1,1.0,0,0,0,0,N,Y,P I F,47000.0,37600.0,0,0
970,MOUNTAIN VIEW,CA,94041,WELLS FARGO BANK NATL ASSOC,CA,442110,2003-06-16,2003-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,44,0
971,SAINT LOUIS,MO,63128,U.S. BANK NATIONAL ASSOCIATION,OH,722110,2003-06-16,2003-01-01,17,14,1.0,0,0,0,0,N,N,CHGOFF,88000.0,44000.0,72,0
972,MILLDALE,CT,6467,BANK OF AMERICA NATL ASSOC,CT,531312,2003-06-18,2003-01-01,240,2,1.0,0,0,0,2,N,N,P I F,105000.0,52500.0,53,0
973,REVERE,MA,2151,CITIZENS BANK NATL ASSOC,RI,238210,2003-06-18,2003-01-01,27,1,1.0,0,0,0,0,N,N,CHGOFF,25000.0,12500.0,23,0
974,NEWTON UPPER FALLS,MA,2464,BANK OF AMERICA NATL ASSOC,DE,446120,2003-06-18,2003-01-01,84,2,1.0,0,0,0,0,N,N,P I F,150000.0,75000.0,44,0
975,REVERE,MA,2151,CITIZENS BANK NATL ASSOC,RI,238210,2003-06-20,2003-01-01,60,1,1.0,0,0,0,0,N,N,P I F,25500.0,12750.0,23,0
976,WESSON,MS,39191,TRUSTMARK NATIONAL BANK,MS,722110,2003-06-20,2003-01-01,48,3,2.0,0,0,0,2,N,N,P I F,63500.0,31750.0,72,0
977,LAUREL,MD,39443,YELLOWSTONE BANK,MT,321920,2003-06-20,2003-01-01,83,4,1.0,0,0,0,2,Y,N,P I F,20200.0,10100.0,32,0
978,PITTSFIELD,MA,1201,BERKSHIRE BANK,MA,454311,2003-06-25,2003-01-01,60,1,2.0,0,0,0,0,N,N,P I F,66800.0,33400.0,45,0
979,JACKSON,MS,39204,TRUSTMARK NATIONAL BANK,MS,447110,2003-06-26,2003-01-01,59,1,2.0,0,0,0,1,N,N,P I F,15300.0,7650.0,44,0
980,DAVENPORT,IA,52806,WELLS FARGO BANK NATL ASSOC,IA,492110,2003-06-27,2003-01-01,84,50,1.0,0,0,1,0,Y,N,P I F,50000.0,25000.0,49,0
981,MILWAUKEE,WI,53203,U.S. BANK NATIONAL ASSOCIATION,WI,511120,2003-06-27,2003-01-01,83,2,1.0,0,0,0,0,Y,N,P I F,25000.0,12500.0,51,0
982,PLEASANTON,CA,94588,WELLS FARGO BANK NATL ASSOC,CA,811111,2006-02-08,2006-01-01,240,3,2.0,4,3,0,1,-,N,P I F,322000.0,322000.0,81,-1
983,DAVENPORT,IA,52806,WELLS FARGO BANK NATL ASSOC,IA,492110,2003-07-01,2003-01-01,84,50,1.0,0,0,1,0,Y,N,P I F,150000.0,75000.0,49,0
984,LOS ANGELES,CA,91325,BANK OF AMERICA NATL ASSOC,CA,524210,2006-02-08,2006-01-01,240,3,1.0,3,3,0,1,-,N,P I F,331000.0,331000.0,52,0
985,EASTHAMPTON,MA,1027,FLORENCE SAVINGS BANK,MA,812199,2003-07-01,2003-01-01,60,2,2.0,0,0,0,0,N,N,P I F,33000.0,16500.0,81,0
986,BEAUMONT,TX,77707,BBCN BANK,TX,561310,2003-07-01,2003-01-01,13,4,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,56,0
987,FREDERICKSBURG,VA,22408,UNION FIRST MARKET BANK,VA,561730,2006-02-08,2006-01-01,36,2,1.0,0,2,0,2,-,N,P I F,12000.0,6000.0,56,2
988,DOTHAN,AL,36301,AMERIS BANK,AL,621511,2003-07-02,2003-01-01,60,2,2.0,0,0,0,0,N,N,P I F,40000.0,20000.0,62,0
989,ORANGE,CA,92868,WELLS FARGO BANK NATL ASSOC,CA,541110,2006-02-08,2006-01-01,36,5,1.0,0,0,0,1,-,N,P I F,10000.0,5000.0,54,0
990,DOTHAN,AL,36301,AMERIS BANK,AL,621511,2003-07-02,2003-01-01,24,2,2.0,0,0,0,0,Y,N,P I F,35000.0,17500.0,62,0
991,ASHLAND,OR,1721,JPMORGAN CHASE BANK NATL ASSOC,OH,423930,2003-07-02,2003-01-01,84,6,2.0,0,0,1,0,N,N,P I F,30000.0,15000.0,42,0
992,WINNECONNE,WI,54986,ASSOCIATED BANK NATL ASSOC,WI,238210,2003-07-03,2003-01-01,84,6,1.0,0,0,0,0,Y,N,P I F,25000.0,12500.0,23,0
993,SAN MARCOS,CA,92069,WELLS FARGO BANK NATL ASSOC,CA,238330,2006-02-08,2006-01-01,36,3,1.0,0,0,0,1,-,N,P I F,23500.0,11750.0,23,0
994,COLUMBUS,OH,39701,JPMORGAN CHASE BANK NATL ASSOC,OH,238210,2003-07-03,2003-01-01,70,12,1.0,0,0,0,2,N,N,CHGOFF,75500.0,37750.0,23,0
995,CHICOPEE,MA,1020,BANK OF AMERICA NATL ASSOC,MA,611519,2003-07-07,2003-01-01,84,1,2.0,0,0,0,0,N,N,P I F,10000.0,5000.0,61,0
996,LAGUNA BEACH,CA,92651,WELLS FARGO BANK NATL ASSOC,CA,448120,2006-02-08,2006-01-01,48,6,1.0,0,0,0,1,-,N,P I F,40000.0,20000.0,44,0
997,CHICOPEE,MA,1020,BANK OF AMERICA NATL ASSOC,MA,611519,2003-07-07,2003-01-01,60,1,2.0,0,0,0,0,N,N,P I F,7300.0,3650.0,61,0
998,OCEANSIDE,CA,92054,BANK OF AMERICA NATL ASSOC,CA,512110,2006-02-08,2006-01-01,18,3,2.0,0,0,0,1,-,N,CHGOFF,50000.0,25000.0,51,0
999,CAMBRIA,CA,53923,HERITAGE OAKS BANK,CA,624120,2003-07-07,2003-01-01,83,58,1.0,0,0,0,0,Y,N,P I F,80000.0,40000.0,62,0
1000,LOS ANGELES,CA,90015,BANK OF AMERICA NATL ASSOC,CA,621310,2006-02-08,2006-01-01,63,38,1.0,0,38,0,1,Y,N,CHGOFF,200000.0,100000.0,62,38
